,text,label
508,To all the moms out there or soon to be moms I am currently 36 weeks pregnant and my OB keeps trying to get me to get my Covid shot I am a hypochondriac so I am completely torn between getting the vaccine and not getting it if I even sneeze I m calling the doctor I thinking I have it and then I give myself more symptoms because it s all in your head so I want to get it for a sense to call my anxiety but at the same time I m terrified that getting it Could do more harm than not getting it I m so torn n mamas help,3
509,As of 7 30 all guests 2+ will be required to wear masks indoors regardless of vaccination status n nI m personally happy about this n nhttps www clickorlando com news local 2021 07 29 disney world guests will have to wear masks again,6
510,As of 7 30 all guests 2+ will be required to wear masks indoors regardless of vaccination status n nI m personally happy about this n nhttps www clickorlando com news local 2021 07 29 disney world guests will have to wear masks again,0
512,Honestly I don t know why OP came to this conclusion either about the stepdaughter I didn t know if there was a typo or what If OP is concerned that the little boy is infected and the stepdaughter may have the bacteria on her person she could just wash her hands before holding the baby I have everyone wash their hands despite them being vaccinated before holding my children Also as you have already pointed out vaccinations are not 100 effective to everyone so maybe this is her fear about stepdaughter I don t know I m just speculating here,0
514,I think a great many people give a shit but recognize that they are Leveraging racism to benefit you personally when you have 100 choice in the matter makes you a racist No one is powerless and this is certainly not the only chance one has to get vaccinated since we are not at the general population stage yet,0
515,So my daughter turns 1 next month meaning we had her in June when the pandemic was around its peak This is our first child I did not get a baby shower I missed out on anyone being there for the birth Now I don t know what s happening with the first birthday n nBACKGROUND n nThere are 5 households that make up the immediate family n nMy husband s side is fully vaccinated but a small family n n1 GMIL GFIL A major part of our circle the main sitter for our daughter We see them almost daily n n2 MIL FIL Live in another part of the state They come to visit roughly every week to every other week A smaller but important part of our circle n nMy side of the family is full of conspiracy theorists who don t believe the pandemic is real My family is large n n3 Mom step dad brother Caught covid last year They take some precautions due to moms health but think the vaccine and masks is a government conspiracy Due to this we only see them occasionally My brother frequently visits his dad and if we have multiple parties to lessen the crowds he will be at both parents houses n n4 Dad stepmom 2 sisters 3 step siblings Caught covid last year all of them live in a huge house takes no precautions frequent partiers thinks the whole pandemic is fake Due to this we rarely see them When I do see them then they suddenly care about the pandemic and are super careful around the baby because she s a baby I guess I do respect that My sisters frequently visit my mom and would be at both parties if we have one at moms and one at dads n n5 Grandma grandpa They are very vulnerable and take the pandemic very seriously We have seen them maybe twice over the past year briefly because they miss us a ton and wanted to stop by for Christmas and thanksgiving Both times my grandma left crying for having to cut the visit short She is very family oriented She wouldn t miss my daughters birthday for the world n nMy husband and I take the pandemic seriously We are fully vaccinated I feel myself beginning to crack for desperately wanting normalcy We sometimes make exceptions against CDC guidelines against our better judgement just to see someone once in a while maybe every other month especially with a baby who is growing up so far not knowing or barely knowing the majority of her family We have always kept these visits short and in small groups only I am really struggling with this as this pandemic goes on and on n nTHE PROBLEM n nSince everyone has either had Covid or is fully vaccinated I was planning an outdoor party with everyone My husband told me he was uncomfortable with that size of party I told him I respected that I suggested splitting the party up one for his side and one for mine to make it a little smaller Most celebrations we ve ever had were just his family anyway It can be a bit hard to have a small party with my side of the family because my parents divorced and have blended families Lots of kids But I thought this may help a little My husband agreed it made him feel a little better We both have some guilt about the exclusion of my family over the past year n nIn response my in laws threw a total fit They said it was unfair to leave them out and since my family was bigger they feel my family will get the main party and theirs will not be My husband told them my family never gets to be involved and to have some perspective My in laws didn t understand so I explained what I had definitely avoided advertising to anyone to prevent any family drama my family does not believe in the pandemic n nMy in laws felt frustrated with that but do not want to get sick They said they understand now why we split it but to think carefully before bringing our daughter into that I reluctantly agreed My in laws do not want to attend parties with my family now n nSo then I split the party into 3 One at dads house One at moms house One at GMIL house This makes all gatherings small nMy grandma and grandpa can choose which place to go but would probably go to their sons my dad s house n nWell now my mom and dad are unhappy Since my siblings go between mom and dad s house they would be at both parties on my side and this leaves us only excluding mom and my step dad n nI feel awful for how this whole thing is going I try so hard to no exclude people I wish people would just do what they were supposed to do with the CDC guidelines If everyone was vaccinated this wouldn t be a problem I don t know how to go about this in any other way besides a way that leaves everyone equally disappointed Or is it I don t know Maybe my mom is getting the short end of the stick here n nEveryone involved is adults yes legit all of my siblings are adults living with their parents I m the only one that moved out so the park wouldn t really be the best my daughter is too young to do much there I don t know guys Is there a better way to do this Should I scrap the whole thing I don t exactly want to have a birthday celebration where half the family isn t included My husband says even if we do a backyard party we will eventually end up inside,0
516,So my daughter turns 1 next month meaning we had her in June when the pandemic was around its peak This is our first child I did not get a baby shower I missed out on anyone being there for the birth Now I don t know what s happening with the first birthday n nBACKGROUND n nThere are 5 households that make up the immediate family n nMy husband s side is fully vaccinated but a small family n n1 GMIL GFIL A major part of our circle the main sitter for our daughter We see them almost daily n n2 MIL FIL Live in another part of the state They come to visit roughly every week to every other week A smaller but important part of our circle n nMy side of the family is full of conspiracy theorists who don t believe the pandemic is real My family is large n n3 Mom step dad brother Caught covid last year They take some precautions due to moms health but think the vaccine and masks is a government conspiracy Due to this we only see them occasionally My brother frequently visits his dad and if we have multiple parties to lessen the crowds he will be at both parents houses n n4 Dad stepmom 2 sisters 3 step siblings Caught covid last year all of them live in a huge house takes no precautions frequent partiers thinks the whole pandemic is fake Due to this we rarely see them When I do see them then they suddenly care about the pandemic and are super careful around the baby because she s a baby I guess I do respect that My sisters frequently visit my mom and would be at both parties if we have one at moms and one at dads n n5 Grandma grandpa They are very vulnerable and take the pandemic very seriously We have seen them maybe twice over the past year briefly because they miss us a ton and wanted to stop by for Christmas and thanksgiving Both times my grandma left crying for having to cut the visit short She is very family oriented She wouldn t miss my daughters birthday for the world n nMy husband and I take the pandemic seriously We are fully vaccinated I feel myself beginning to crack for desperately wanting normalcy We sometimes make exceptions against CDC guidelines against our better judgement just to see someone once in a while maybe every other month especially with a baby who is growing up so far not knowing or barely knowing the majority of her family We have always kept these visits short and in small groups only I am really struggling with this as this pandemic goes on and on n nTHE PROBLEM n nSince everyone has either had Covid or is fully vaccinated I was planning an outdoor party with everyone My husband told me he was uncomfortable with that size of party I told him I respected that I suggested splitting the party up one for his side and one for mine to make it a little smaller Most celebrations we ve ever had were just his family anyway It can be a bit hard to have a small party with my side of the family because my parents divorced and have blended families Lots of kids But I thought this may help a little My husband agreed it made him feel a little better We both have some guilt about the exclusion of my family over the past year n nIn response my in laws threw a total fit They said it was unfair to leave them out and since my family was bigger they feel my family will get the main party and theirs will not be My husband told them my family never gets to be involved and to have some perspective My in laws didn t understand so I explained what I had definitely avoided advertising to anyone to prevent any family drama my family does not believe in the pandemic n nMy in laws felt frustrated with that but do not want to get sick They said they understand now why we split it but to think carefully before bringing our daughter into that I reluctantly agreed My in laws do not want to attend parties with my family now n nSo then I split the party into 3 One at dads house One at moms house One at GMIL house This makes all gatherings small nMy grandma and grandpa can choose which place to go but would probably go to their sons my dad s house n nWell now my mom and dad are unhappy Since my siblings go between mom and dad s house they would be at both parties on my side and this leaves us only excluding mom and my step dad n nI feel awful for how this whole thing is going I try so hard to no exclude people I wish people would just do what they were supposed to do with the CDC guidelines If everyone was vaccinated this wouldn t be a problem I don t know how to go about this in any other way besides a way that leaves everyone equally disappointed Or is it I don t know Maybe my mom is getting the short end of the stick here n nEveryone involved is adults yes legit all of my siblings are adults living with their parents I m the only one that moved out so the park wouldn t really be the best my daughter is too young to do much there I don t know guys Is there a better way to do this Should I scrap the whole thing I don t exactly want to have a birthday celebration where half the family isn t included My husband says even if we do a backyard party we will eventually end up inside,2
517,We lived in Portland when there was a measles outbreak in Vancouver Washington just across the river from Portland Our oldest wasn t a year yet but there were discussions of offering the MMR vaccine to those between 9 12 months in greatly impacted neighborhoods We didn t need to go that route thankfully but offering it to babies 9 12 months who are more at risk for exposure due to outbreaks or travel is something that does happen from time to time From what I was told at the time if my son would have received the MMR at 9 months he would have needed another booster at some point in addition to the booster they already get And there is no link between vaccines and Autism,6
517,We lived in Portland when there was a measles outbreak in Vancouver Washington just across the river from Portland Our oldest wasn t a year yet but there were discussions of offering the MMR vaccine to those between 9 12 months in greatly impacted neighborhoods We didn t need to go that route thankfully but offering it to babies 9 12 months who are more at risk for exposure due to outbreaks or travel is something that does happen from time to time From what I was told at the time if my son would have received the MMR at 9 months he would have needed another booster at some point in addition to the booster they already get And there is no link between vaccines and Autism,2
517,We lived in Portland when there was a measles outbreak in Vancouver Washington just across the river from Portland Our oldest wasn t a year yet but there were discussions of offering the MMR vaccine to those between 9 12 months in greatly impacted neighborhoods We didn t need to go that route thankfully but offering it to babies 9 12 months who are more at risk for exposure due to outbreaks or travel is something that does happen from time to time From what I was told at the time if my son would have received the MMR at 9 months he would have needed another booster at some point in addition to the booster they already get And there is no link between vaccines and Autism,4
519,I took my Vaccines before realizing I was pregnant Like 3 days after,0
520,I took my Vaccines before realizing I was pregnant Like 3 days after,6
520,I took my Vaccines before realizing I was pregnant Like 3 days after,4
521,Vaccines work towards eradication at the population level not the individual level It s a huge misunderstanding people have We need almost everyone to get vaccinated in order to squash variants and decrease breakthrough cases n n Hey I m vaccinated Matters way less than Hey 70 80 + of my community is vaccinated Like masking it works when we all do it,0
522,Vaccines work towards eradication at the population level not the individual level It s a huge misunderstanding people have We need almost everyone to get vaccinated in order to squash variants and decrease breakthrough cases n n Hey I m vaccinated Matters way less than Hey 70 80 + of my community is vaccinated Like masking it works when we all do it,2
523,I have not yet because I was doing infertility treatments IVF I have How do you know or does she know it was mid cycle bleeding due to the vaccine Curious,3
523,I have not yet because I was doing infertility treatments IVF I have How do you know or does she know it was mid cycle bleeding due to the vaccine Curious,0
524,I have not yet because I was doing infertility treatments IVF I have How do you know or does she know it was mid cycle bleeding due to the vaccine Curious,1
525,A good chunk of the people we would invite are on their second dose of the vaccine already So I think by June we will be okay and whoever feels comfortable can come n nWe are doing a pink lemonade theme We have a citrus wedding so we will reuse the decor and have a little bbq at a park near by,6
525,A good chunk of the people we would invite are on their second dose of the vaccine already So I think by June we will be okay and whoever feels comfortable can come n nWe are doing a pink lemonade theme We have a citrus wedding so we will reuse the decor and have a little bbq at a park near by,2
526,A good chunk of the people we would invite are on their second dose of the vaccine already So I think by June we will be okay and whoever feels comfortable can come n nWe are doing a pink lemonade theme We have a citrus wedding so we will reuse the decor and have a little bbq at a park near by,4
527,Hi all I have a situation I m scheduled to have a c section on Friday at 37 weeks due to chronic hypertension and baby being breech My fluid levels are also super high I have a four year old son but he was induced so this is my first c section definitely a little nervous given the circumstances I found out yesterday my son s babysitter has Covid so he is officially in quarantine The original plan was for him to stay with grandparents while my husband stayed with me at the hospital but obviously I no longer feel comfortable with that plan Even if found someone who was willing to watch him I was thinking someone recently recovered or who has had both vaccines I feel like one of the questions will at the hospital will be has anyone in your household been recently exposed n nI recovered from Covid in early January so hopefully I still have antibodies and maybe baby but my husband and son never got it Also now I m terrified that he will get it or has it and I wouldn t know what to do about the baby when it s time to come home Has anyone been in a similar situation Is it reasonable to just deliver alone Any advice for doing that Or advice ab C section in general after having vaginal birth My first was a five day long induction so I m hoping it won t be quite that terrible but I don t want to do it alone n n I thought about trying to delay my c section but I m scared that will put me or baby more at risk since my Dr obviously feels this is safer than waiting til the typical 39,2
528,Hi all I have a situation I m scheduled to have a c section on Friday at 37 weeks due to chronic hypertension and baby being breech My fluid levels are also super high I have a four year old son but he was induced so this is my first c section definitely a little nervous given the circumstances I found out yesterday my son s babysitter has Covid so he is officially in quarantine The original plan was for him to stay with grandparents while my husband stayed with me at the hospital but obviously I no longer feel comfortable with that plan Even if found someone who was willing to watch him I was thinking someone recently recovered or who has had both vaccines I feel like one of the questions will at the hospital will be has anyone in your household been recently exposed n nI recovered from Covid in early January so hopefully I still have antibodies and maybe baby but my husband and son never got it Also now I m terrified that he will get it or has it and I wouldn t know what to do about the baby when it s time to come home Has anyone been in a similar situation Is it reasonable to just deliver alone Any advice for doing that Or advice ab C section in general after having vaginal birth My first was a five day long induction so I m hoping it won t be quite that terrible but I don t want to do it alone n n I thought about trying to delay my c section but I m scared that will put me or baby more at risk since my Dr obviously feels this is safer than waiting til the typical 39,3
529,Same for me I m getting today nThe data coming out of babies with antibodies convinced me But also since out city has been moving pretty fast with getting people vaccinated you see people acting more relaxed which for worries me if I m unvaccinated and about to start my third trimester I m getting my first dose vaccine dose this Friday and I m super exci,6
529,Same for me I m getting today nThe data coming out of babies with antibodies convinced me But also since out city has been moving pretty fast with getting people vaccinated you see people acting more relaxed which for worries me if I m unvaccinated and about to start my third trimester I m getting my first dose vaccine dose this Friday and I m super exci,5
529,Same for me I m getting today nThe data coming out of babies with antibodies convinced me But also since out city has been moving pretty fast with getting people vaccinated you see people acting more relaxed which for worries me if I m unvaccinated and about to start my third trimester I m getting my first dose vaccine dose this Friday and I m super exci,3
530,Same for me I m getting today nThe data coming out of babies with antibodies convinced me But also since out city has been moving pretty fast with getting people vaccinated you see people acting more relaxed which for worries me if I m unvaccinated and about to start my third trimester I m getting my first dose vaccine dose this Friday and I m super exci,4
531,I m so sorry to hear about being pushed into it Can you get an exemption n nMy older 2 both had severe eczema from like 2 months on my you gest it was so bad nothing except steroids would work my oldest grew out of it by 5 my youngest pretty much grew out of it by 8 but he still gets flare up behind his ear They both also had horrible cradle cap n nWith not vaccinating the baby he has thankfully never even had a dry patch on his skin and I forget to moisturize most days He also has not had any type of cradle cap at all I m not sure if it s vax related but it s kinda weird how that was the only difference between them,5
531,I m so sorry to hear about being pushed into it Can you get an exemption n nMy older 2 both had severe eczema from like 2 months on my you gest it was so bad nothing except steroids would work my oldest grew out of it by 5 my youngest pretty much grew out of it by 8 but he still gets flare up behind his ear They both also had horrible cradle cap n nWith not vaccinating the baby he has thankfully never even had a dry patch on his skin and I forget to moisturize most days He also has not had any type of cradle cap at all I m not sure if it s vax related but it s kinda weird how that was the only difference between them,1
531,I m so sorry to hear about being pushed into it Can you get an exemption n nMy older 2 both had severe eczema from like 2 months on my you gest it was so bad nothing except steroids would work my oldest grew out of it by 5 my youngest pretty much grew out of it by 8 but he still gets flare up behind his ear They both also had horrible cradle cap n nWith not vaccinating the baby he has thankfully never even had a dry patch on his skin and I forget to moisturize most days He also has not had any type of cradle cap at all I m not sure if it s vax related but it s kinda weird how that was the only difference between them,0
533,I agree with others I m not a nurse or dr but I have a bunch in the family all have worked with covid patients for a period and luckily none of them have had covid thanks to early vaccination and PPE If you got your last vaccine back in winter spring I might suggest asking your OB to give you the green light for a booster sooner rather than later just because of your work environment to ensure you have the highest antibodies possible Try not to stress too much I m sure you know better than most masking and vaccination make a huge difference As long as your hospital has correct procedures in place to contain covid spread you should be relatively safe Best of luck,6
533,I agree with others I m not a nurse or dr but I have a bunch in the family all have worked with covid patients for a period and luckily none of them have had covid thanks to early vaccination and PPE If you got your last vaccine back in winter spring I might suggest asking your OB to give you the green light for a booster sooner rather than later just because of your work environment to ensure you have the highest antibodies possible Try not to stress too much I m sure you know better than most masking and vaccination make a huge difference As long as your hospital has correct procedures in place to contain covid spread you should be relatively safe Best of luck,2
534,I agree with others I m not a nurse or dr but I have a bunch in the family all have worked with covid patients for a period and luckily none of them have had covid thanks to early vaccination and PPE If you got your last vaccine back in winter spring I might suggest asking your OB to give you the green light for a booster sooner rather than later just because of your work environment to ensure you have the highest antibodies possible Try not to stress too much I m sure you know better than most masking and vaccination make a huge difference As long as your hospital has correct procedures in place to contain covid spread you should be relatively safe Best of luck,4
535,I received both doses in February Felt fine after both Arm was barely sore after first dose typical post a vaccine for second dose Had a lingering headache SUPER tired and upset tummy after second dose But nothing that would have prevented me from working or functioning n nGood luck Hope it all goes well and minimal symptoms,6
535,I received both doses in February Felt fine after both Arm was barely sore after first dose typical post a vaccine for second dose Had a lingering headache SUPER tired and upset tummy after second dose But nothing that would have prevented me from working or functioning n nGood luck Hope it all goes well and minimal symptoms,5
536,I received both doses in February Felt fine after both Arm was barely sore after first dose typical post a vaccine for second dose Had a lingering headache SUPER tired and upset tummy after second dose But nothing that would have prevented me from working or functioning n nGood luck Hope it all goes well and minimal symptoms,1
537,Thank you The covid situation is a mess The inlaws got vaccinated and talk about how bad the cases are don t think about how they can still both catch and spread it while vaccinated They all had covid already and even before the vaccination they didn t seem phased and went about their lives in public as usual,2
538,Thank you The covid situation is a mess The inlaws got vaccinated and talk about how bad the cases are don t think about how they can still both catch and spread it while vaccinated They all had covid already and even before the vaccination they didn t seem phased and went about their lives in public as usual,6
539,Glad he had no symptoms reaction to the vaccines Yes that is true I honestly think I needed peace of mind If she gets anything it won t be too bad or she may not have any symptoms,6
539,Glad he had no symptoms reaction to the vaccines Yes that is true I honestly think I needed peace of mind If she gets anything it won t be too bad or she may not have any symptoms,2
540,Glad he had no symptoms reaction to the vaccines Yes that is true I honestly think I needed peace of mind If she gets anything it won t be too bad or she may not have any symptoms,1
541,I believe this too unfortunately this is not always the case It is still encouraged because of the findings that it decreases the risk of penile cancer and STIs I think it is uncommon for a Dr to outline the risks of circumcision just like with vaccines,0
543,I said basically this to a neighbor who was talking about how we are basically all guinea pigs and the trials were faster No Just no She was flippant and said well right and just moved on She has a long term rash from the vaccine that she thinks if properly studied would have gotten caught and the additive she is allergic to would have been removed prior to the rollout What she doesn t realize is that there are a subset of people who react to vaccine additives and that is unfortunately something that happens in all vaccines She says she won t vaccinate her kids when it comes time People need to hear this again and again from multiple sources Disinformation is killing people n nFor OP I would set the appointment and tell him he is going no questions asked He is taking one for the team for your family and community Enough with the vaccine hesitancy it s time now to step up My home would not be a happy one if this didn t happen that s for sure,6
543,I said basically this to a neighbor who was talking about how we are basically all guinea pigs and the trials were faster No Just no She was flippant and said well right and just moved on She has a long term rash from the vaccine that she thinks if properly studied would have gotten caught and the additive she is allergic to would have been removed prior to the rollout What she doesn t realize is that there are a subset of people who react to vaccine additives and that is unfortunately something that happens in all vaccines She says she won t vaccinate her kids when it comes time People need to hear this again and again from multiple sources Disinformation is killing people n nFor OP I would set the appointment and tell him he is going no questions asked He is taking one for the team for your family and community Enough with the vaccine hesitancy it s time now to step up My home would not be a happy one if this didn t happen that s for sure,1
543,I said basically this to a neighbor who was talking about how we are basically all guinea pigs and the trials were faster No Just no She was flippant and said well right and just moved on She has a long term rash from the vaccine that she thinks if properly studied would have gotten caught and the additive she is allergic to would have been removed prior to the rollout What she doesn t realize is that there are a subset of people who react to vaccine additives and that is unfortunately something that happens in all vaccines She says she won t vaccinate her kids when it comes time People need to hear this again and again from multiple sources Disinformation is killing people n nFor OP I would set the appointment and tell him he is going no questions asked He is taking one for the team for your family and community Enough with the vaccine hesitancy it s time now to step up My home would not be a happy one if this didn t happen that s for sure,2
543,I said basically this to a neighbor who was talking about how we are basically all guinea pigs and the trials were faster No Just no She was flippant and said well right and just moved on She has a long term rash from the vaccine that she thinks if properly studied would have gotten caught and the additive she is allergic to would have been removed prior to the rollout What she doesn t realize is that there are a subset of people who react to vaccine additives and that is unfortunately something that happens in all vaccines She says she won t vaccinate her kids when it comes time People need to hear this again and again from multiple sources Disinformation is killing people n nFor OP I would set the appointment and tell him he is going no questions asked He is taking one for the team for your family and community Enough with the vaccine hesitancy it s time now to step up My home would not be a happy one if this didn t happen that s for sure,0
545,We don t do the flu COVID and HPV vaccines We may change our minds on the Covid vaccine once there s long term data but at this point it s a no Hep A MMR and chickenpox are the three vaccines that use the aborted fetal cell line Our son has had MMR and chickenpox so far but it was definitely a hard moral decision because the idea of benefiting from the murder of innocent children is horrible Ultimately we got them but it s still not a decision I m fully okay with and I pray that in the future there is an ethical option for those vaccines We did not do a delayed vaccine schedule but if he d had a reaction to any of his shots I would have had them give him only one shot at a time They do combine multiple vaccines into one shot though so he s never gotten more than 2 shots and an oral one at a visit,5
545,We don t do the flu COVID and HPV vaccines We may change our minds on the Covid vaccine once there s long term data but at this point it s a no Hep A MMR and chickenpox are the three vaccines that use the aborted fetal cell line Our son has had MMR and chickenpox so far but it was definitely a hard moral decision because the idea of benefiting from the murder of innocent children is horrible Ultimately we got them but it s still not a decision I m fully okay with and I pray that in the future there is an ethical option for those vaccines We did not do a delayed vaccine schedule but if he d had a reaction to any of his shots I would have had them give him only one shot at a time They do combine multiple vaccines into one shot though so he s never gotten more than 2 shots and an oral one at a visit,4
546,We don t do the flu COVID and HPV vaccines We may change our minds on the Covid vaccine once there s long term data but at this point it s a no Hep A MMR and chickenpox are the three vaccines that use the aborted fetal cell line Our son has had MMR and chickenpox so far but it was definitely a hard moral decision because the idea of benefiting from the murder of innocent children is horrible Ultimately we got them but it s still not a decision I m fully okay with and I pray that in the future there is an ethical option for those vaccines We did not do a delayed vaccine schedule but if he d had a reaction to any of his shots I would have had them give him only one shot at a time They do combine multiple vaccines into one shot though so he s never gotten more than 2 shots and an oral one at a visit,0
547,I agree she came on kind of strong but she didn t lie to you Sure you could be fine But there is a huge risk Or you can be vaccinated and decrease that risk There is tons of research about how the vaccine can protect pregnant women I as a surrogate am required to be vaccinated I m seen by specialists who all agree that the vaccine is a must Listen to your doctor Listen to the experts They want you and your baby to live,6
547,I agree she came on kind of strong but she didn t lie to you Sure you could be fine But there is a huge risk Or you can be vaccinated and decrease that risk There is tons of research about how the vaccine can protect pregnant women I as a surrogate am required to be vaccinated I m seen by specialists who all agree that the vaccine is a must Listen to your doctor Listen to the experts They want you and your baby to live,1
547,I agree she came on kind of strong but she didn t lie to you Sure you could be fine But there is a huge risk Or you can be vaccinated and decrease that risk There is tons of research about how the vaccine can protect pregnant women I as a surrogate am required to be vaccinated I m seen by specialists who all agree that the vaccine is a must Listen to your doctor Listen to the experts They want you and your baby to live,2
547,I agree she came on kind of strong but she didn t lie to you Sure you could be fine But there is a huge risk Or you can be vaccinated and decrease that risk There is tons of research about how the vaccine can protect pregnant women I as a surrogate am required to be vaccinated I m seen by specialists who all agree that the vaccine is a must Listen to your doctor Listen to the experts They want you and your baby to live,0
549,This is exactly why I m still masking even around vaccinated people we don t know if getting vaccinated prevents people from spreading it we just know it generally prevents them from getting it except for that 5 chance that your dad falls into do your best to stay calm eat healthy take care of yourself and stay positive you re probably fine Also contact your OB and let them know the situation,6
549,This is exactly why I m still masking even around vaccinated people we don t know if getting vaccinated prevents people from spreading it we just know it generally prevents them from getting it except for that 5 chance that your dad falls into do your best to stay calm eat healthy take care of yourself and stay positive you re probably fine Also contact your OB and let them know the situation,2
549,This is exactly why I m still masking even around vaccinated people we don t know if getting vaccinated prevents people from spreading it we just know it generally prevents them from getting it except for that 5 chance that your dad falls into do your best to stay calm eat healthy take care of yourself and stay positive you re probably fine Also contact your OB and let them know the situation,0
551,I wonder if she got the Johnson Johnson vaccine I ve heard that one carries higher risk of blood clots in young women and actually they DONT recommend pregnant women to get that one I haven t heard of Pfizer or moderna causing any issues with blood clots but I could be wrong Yes a lady lost her twins due to the blood clot from the vaccine,5
551,I wonder if she got the Johnson Johnson vaccine I ve heard that one carries higher risk of blood clots in young women and actually they DONT recommend pregnant women to get that one I haven t heard of Pfizer or moderna causing any issues with blood clots but I could be wrong Yes a lady lost her twins due to the blood clot from the vaccine,1
551,I wonder if she got the Johnson Johnson vaccine I ve heard that one carries higher risk of blood clots in young women and actually they DONT recommend pregnant women to get that one I haven t heard of Pfizer or moderna causing any issues with blood clots but I could be wrong Yes a lady lost her twins due to the blood clot from the vaccine,0
553,I m just gonna be devils advocate here I guess lol n nThe vaccinated a It s been pretty well covered but I just wanted to add The vaccine has an average over 94 success rate in preventing you from ever contracting Covid n nRight now it seems like there are a lot of vaccinated people still getting Covid but that s just because of the sheer number of people that got vaccinated quickly When nearly 190 million people are vaccinated even 08 which is the current breakthrough positive rate is 15 million people But that s still 175 million people who didn t get Covid so the vaccine is definitely working in preventing most people from getting Covid,6
554,I m just gonna be devils advocate here I guess lol n nThe vaccinated a It s been pretty well covered but I just wanted to add The vaccine has an average over 94 success rate in preventing you from ever contracting Covid n nRight now it seems like there are a lot of vaccinated people still getting Covid but that s just because of the sheer number of people that got vaccinated quickly When nearly 190 million people are vaccinated even 08 which is the current breakthrough positive rate is 15 million people But that s still 175 million people who didn t get Covid so the vaccine is definitely working in preventing most people from getting Covid,2
555,For fucks sake Just bc someone has credentials on paper doesn t mean they re a know it all Doctors are clueless when it comes to vaccines among other things That lady put her trust in that doctor and look what happened Karen,5
556,For fucks sake Just bc someone has credentials on paper doesn t mean they re a know it all Doctors are clueless when it comes to vaccines among other things That lady put her trust in that doctor and look what happened Karen,0
557,Again Scalability is your issue You seem very happy to scale down the deaths from covid to make it seem nearly harmless but then you amplify the deaths of vaccinated people to make it seem like the vaccines are not effective I say pick your poison Either covid is a problem or it is not It cannot be both ways for your antivax tirade,0
558,Again Scalability is your issue You seem very happy to scale down the deaths from covid to make it seem nearly harmless but then you amplify the deaths of vaccinated people to make it seem like the vaccines are not effective I say pick your poison Either covid is a problem or it is not It cannot be both ways for your antivax tirade,5
558,Again Scalability is your issue You seem very happy to scale down the deaths from covid to make it seem nearly harmless but then you amplify the deaths of vaccinated people to make it seem like the vaccines are not effective I say pick your poison Either covid is a problem or it is not It cannot be both ways for your antivax tirade,6
559,Good morning n nIt s drizzly and chilly outside which is perfect for me I love this weather I was going to try for some photography practice today and if the weather stops raining I ll still do it n nI have joined a group dedicated to helping people get vaccines They re being wasted here and the governor is just dragging his feet We re only now up to 50 Supposedly next month it s age 40 and up n nI can t get ahold of my hematologist so I figured this was my next best thing unless I want to wait until fall or winter And I don t n nFEMA has stepped in and are setting up vaccination stops for anyone if you can get an appointment The group helps you find the pop ups for the vaccine Woo,4
560,Good morning n nIt s drizzly and chilly outside which is perfect for me I love this weather I was going to try for some photography practice today and if the weather stops raining I ll still do it n nI have joined a group dedicated to helping people get vaccines They re being wasted here and the governor is just dragging his feet We re only now up to 50 Supposedly next month it s age 40 and up n nI can t get ahold of my hematologist so I figured this was my next best thing unless I want to wait until fall or winter And I don t n nFEMA has stepped in and are setting up vaccination stops for anyone if you can get an appointment The group helps you find the pop ups for the vaccine Woo,6
561,Mine all did fine The young ones can be cranky with any shots and any vaccines can cause a slight fever You won t get actual flu symptoms and yes it s a very very good idea to get it Always,6
562,Mine all did fine The young ones can be cranky with any shots and any vaccines can cause a slight fever You won t get actual flu symptoms and yes it s a very very good idea to get it Always,1
563,Hi everyone My son is 2 8 years old When he was 18 He was not talking at all so I had early intervention come at my house Was very short because I had to travel to Italy I have my family there and going back and fourth so I came in US in March Im a home staying mom I don t have many friends here Anyway when we went to Italy my son started to talk saying the numbers the Alphabet But Not there yet when it comes to communication So during the quarantine he had a lot of improvements in everything but his behavior got really bad In June I thought we were opening so I called early intervention again with The idea they are going to create those small groups of children and to do therapy No All it was video call up to this day They call me three times a week and for me is a nightmare How can you evaluate a child from the phone They are saying that are so successful with this Zoom thing which I find absolutely not true When I ask them When are u guys going to have appointment in person they said they have no intention until the vaccine is out Im mentioning the way they talk they think my son is Autistic because he doesnt make eye contact with them on the PHONE Im not in denial I know my son has some issues which are more behavioral and Im on waiting list for him to be evaluated when is going to turn three I know these ladies what to work to bring food in their homes but lets say all home All the nurses doctors teachers My heart goes for those parents who are stuck in these situation If some parents are frustrating with online schooling imagine having at home a child with special needs Im not being selfish but I get very frustrated with them They need to get somewhere in a center if they dont want to go house to house They keep asking me for the next meeting I dont want how to explain to them this Zoom thing is NOT WORKING,4
